path,label,split
data\raw\oblong\oblong (12).jpg,oblong,train
data\raw\oblong\oblong (174).jpg,oblong,train
data\raw\oblong\oblong (565).jpg,oblong,train
data\raw\oblong\oblong (976).jpg,oblong,train
data\raw\oblong\oblong (745).jpg,oblong,train
data\raw\oblong\oblong (176).jpg,oblong,train
data\raw\oblong\oblong (38).jpg,oblong,train
data\raw\oblong\oblong (617).jpg,oblong,train
data\raw\oblong\oblong (413).jpg,oblong,train
data\raw\oblong\oblong (895).jpg,oblong,train
data\raw\oblong\oblong (59).jpg,oblong,train
data\raw\oblong\oblong (635).jpg,oblong,train
data\raw\oblong\oblong (574).jpg,oblong,train
data\raw\oblong\oblong (57).jpg,oblong,train
data\raw\oblong\oblong (239).jpg,oblong,train
data\raw\oblong\oblong (772).jpg,oblong,train
data\raw\oblong\oblong (155).jpg,oblong,train
data\raw\oblong\oblong (256).jpg,oblong,train
data\raw\oblong\oblong (848).jpg,oblong,train
data\raw\oblong\oblong (913).jpg,oblong,train
data\raw\oblong\oblong (5).jpg,oblong,train
data\raw\oblong\oblong (719).jpg,oblong,train
data\raw\oblong\oblong (54).jpg,oblong,train
data\raw\oblong\oblong (345).jpg,oblong,train
data\raw\oblong\oblong (821).jpg,oblong,train
data\raw\oblong\oblong (714).jpg,oblong,train
data\raw\oblong\oblong (584).jpg,oblong,train
data\raw\oblong\oblong (207).jpg,oblong,train
data\raw\oblong\oblong (761).jpg,oblong,train
data\raw\oblong\oblong (717).jpg,oblong,train
data\raw\oblong\oblong (683).jpg,oblong,train
data\raw\oblong\oblong (39).jpg,oblong,train
data\raw\oblong\oblong (927).jpg,oblong,train
data\raw\oblong\oblong (885).jpg,oblong,train
data\raw\oblong\oblong (640).jpg,oblong,train
data\raw\oblong\oblong (225).jpg,oblong,train
data\raw\oblong\oblong (292).jpg,oblong,train
data\raw\oblong\oblong (663).jpg,oblong,train
data\raw\oblong\oblong (187).jpg,oblong,train
data\raw\oblong\oblong (458).jpg,oblong,train
data\raw\oblong\oblong (811).jpg,oblong,train
data\raw\oblong\oblong (972).jpg,oblong,train
data\raw\oblong\oblong (376).jpg,oblong,train
data\raw\oblong\oblong (58).jpg,oblong,train
data\raw\oblong\oblong (678).jpg,oblong,train
data\raw\oblong\oblong (977).jpg,oblong,train
data\raw\oblong\oblong (183).jpg,oblong,train
data\raw\oblong\oblong (275).jpg,oblong,train
data\raw\oblong\oblong (612).jpg,oblong,train
data\raw\oblong\oblong (637).jpg,oblong,train
data\raw\oblong\oblong (347).jpg,oblong,train
data\raw\oblong\oblong (80).jpg,oblong,train
data\raw\oblong\oblong (114).jpg,oblong,train
data\raw\oblong\oblong (783).jpg,oblong,train
data\raw\oblong\oblong (890).jpg,oblong,train
data\raw\oblong\oblong (515).jpg,oblong,train
data\raw\oblong\oblong (578).jpg,oblong,train
data\raw\oblong\oblong (467).jpg,oblong,train
data\raw\oblong\oblong (649).jpg,oblong,train
data\raw\oblong\oblong (978).jpg,oblong,train
data\raw\oblong\oblong (328).jpg,oblong,train
data\raw\oblong\oblong (845).jpg,oblong,train
data\raw\oblong\oblong (113).jpg,oblong,train
data\raw\oblong\oblong (79).jpg,oblong,train
data\raw\oblong\oblong (620).jpg,oblong,train
data\raw\oblong\oblong (820).jpg,oblong,train
data\raw\oblong\oblong (893).jpg,oblong,train
data\raw\oblong\oblong (763).jpg,oblong,train
data\raw\oblong\oblong (402).jpg,oblong,train
data\raw\oblong\oblong (43).jpg,oblong,train
data\raw\oblong\oblong (88).jpg,oblong,train
data\raw\oblong\oblong (794).jpg,oblong,train
data\raw\oblong\oblong (586).jpg,oblong,train
data\raw\oblong\oblong (445).jpg,oblong,train
data\raw\oblong\oblong (82).jpg,oblong,train
data\raw\oblong\oblong (902).jpg,oblong,train
data\raw\oblong\oblong (648).jpg,oblong,train
data\raw\oblong\oblong (800).jpg,oblong,train
data\raw\oblong\oblong (618).jpg,oblong,train
data\raw\oblong\oblong (639).jpg,oblong,train
data\raw\oblong\oblong (348).jpg,oblong,train
data\raw\oblong\oblong (276).jpg,oblong,train
data\raw\oblong\oblong (337).jpg,oblong,train
data\raw\oblong\oblong (77).jpg,oblong,train
data\raw\oblong\oblong (366).jpg,oblong,train
data\raw\oblong\oblong (528).jpg,oblong,train
data\raw\oblong\oblong (705).jpg,oblong,train
data\raw\oblong\oblong (949).jpg,oblong,train
data\raw\oblong\oblong (652).jpg,oblong,train
data\raw\oblong\oblong (795).jpg,oblong,train
data\raw\oblong\oblong (506).jpg,oblong,train
data\raw\oblong\oblong (559).jpg,oblong,train
data\raw\oblong\oblong (310).jpg,oblong,train
data\raw\oblong\oblong (500).jpg,oblong,train
data\raw\oblong\oblong (152).jpg,oblong,train
data\raw\oblong\oblong (710).jpg,oblong,train
data\raw\oblong\oblong (868).jpg,oblong,train
data\raw\oblong\oblong (247).jpg,oblong,train
data\raw\oblong\oblong (287).jpg,oblong,train
data\raw\oblong\oblong (266).jpg,oblong,train
data\raw\oblong\oblong (479).jpg,oblong,train
data\raw\oblong\oblong (361).jpg,oblong,train
data\raw\oblong\oblong (277).jpg,oblong,train
data\raw\oblong\oblong (495).jpg,oblong,train
data\raw\oblong\oblong (473).jpg,oblong,train
data\raw\oblong\oblong (985).jpg,oblong,train
data\raw\oblong\oblong (723).jpg,oblong,train
data\raw\oblong\oblong (74).jpg,oblong,train
data\raw\oblong\oblong (854).jpg,oblong,train
data\raw\oblong\oblong (529).jpg,oblong,train
data\raw\oblong\oblong (115).jpg,oblong,train
data\raw\oblong\oblong (664).jpg,oblong,train
data\raw\oblong\oblong (278).jpg,oblong,train
data\raw\oblong\oblong (175).jpg,oblong,train
data\raw\oblong\oblong (832).jpg,oblong,train
data\raw\oblong\oblong (423).jpg,oblong,train
data\raw\oblong\oblong (679).jpg,oblong,train
data\raw\oblong\oblong (703).jpg,oblong,train
data\raw\oblong\oblong (874).jpg,oblong,train
data\raw\oblong\oblong (415).jpg,oblong,train
data\raw\oblong\oblong (336).jpg,oblong,train
data\raw\oblong\oblong (967).jpg,oblong,train
data\raw\oblong\oblong (147).jpg,oblong,train
data\raw\oblong\oblong (715).jpg,oblong,train
data\raw\oblong\oblong (139).jpg,oblong,train
data\raw\oblong\oblong (786).jpg,oblong,train
data\raw\oblong\oblong (656).jpg,oblong,train
data\raw\oblong\oblong (177).jpg,oblong,train
data\raw\oblong\oblong (653).jpg,oblong,train
data\raw\oblong\oblong (107).jpg,oblong,train
data\raw\oblong\oblong (925).jpg,oblong,train
data\raw\oblong\oblong (384).jpg,oblong,train
data\raw\oblong\oblong (840).jpg,oblong,train
data\raw\oblong\oblong (290).jpg,oblong,train
data\raw\oblong\oblong (285).jpg,oblong,train
data\raw\oblong\oblong (610).jpg,oblong,train
data\raw\oblong\oblong (484).jpg,oblong,train
data\raw\oblong\oblong (133).jpg,oblong,train
data\raw\oblong\oblong (751).jpg,oblong,train
data\raw\oblong\oblong (711).jpg,oblong,train
data\raw\oblong\oblong (3).jpg,oblong,train
data\raw\oblong\oblong (883).jpg,oblong,train
data\raw\oblong\oblong (699).jpg,oblong,train
data\raw\oblong\oblong (755).jpg,oblong,train
data\raw\oblong\oblong (460).jpg,oblong,train
data\raw\oblong\oblong (866).jpg,oblong,train
data\raw\oblong\oblong (573).jpg,oblong,train
data\raw\oblong\oblong (962).jpg,oblong,train
data\raw\oblong\oblong (968).jpg,oblong,train
data\raw\oblong\oblong (592).jpg,oblong,train
data\raw\oblong\oblong (95).jpg,oblong,train
data\raw\oblong\oblong (179).jpg,oblong,train
data\raw\oblong\oblong (382).jpg,oblong,train
data\raw\oblong\oblong (327).jpg,oblong,train
data\raw\oblong\oblong (372).jpg,oblong,train
data\raw\oblong\oblong (964).jpg,oblong,train
data\raw\oblong\oblong (249).jpg,oblong,train
data\raw\oblong\oblong (575).jpg,oblong,train
data\raw\oblong\oblong (482).jpg,oblong,train
data\raw\oblong\oblong (582).jpg,oblong,train
data\raw\oblong\oblong (76).jpg,oblong,train
data\raw\oblong\oblong (540).jpg,oblong,train
data\raw\oblong\oblong (192).jpg,oblong,train
data\raw\oblong\oblong (42).jpg,oblong,train
data\raw\oblong\oblong (123).jpg,oblong,train
data\raw\oblong\oblong (975).jpg,oblong,train
data\raw\oblong\oblong (571).jpg,oblong,train
data\raw\oblong\oblong (119).jpg,oblong,train
data\raw\oblong\oblong (843).jpg,oblong,train
data\raw\oblong\oblong (340).jpg,oblong,train
data\raw\oblong\oblong (585).jpg,oblong,train
data\raw\oblong\oblong (946).jpg,oblong,train
data\raw\oblong\oblong (966).jpg,oblong,train
data\raw\oblong\oblong (149).jpg,oblong,train
data\raw\oblong\oblong (952).jpg,oblong,train
data\raw\oblong\oblong (257).jpg,oblong,train
data\raw\oblong\oblong (634).jpg,oblong,train
data\raw\oblong\oblong (554).jpg,oblong,train
data\raw\oblong\oblong (546).jpg,oblong,train
data\raw\oblong\oblong (393).jpg,oblong,train
data\raw\oblong\oblong (535).jpg,oblong,train
data\raw\oblong\oblong (392).jpg,oblong,train
data\raw\oblong\oblong (378).jpg,oblong,train
data\raw\oblong\oblong (321).jpg,oblong,train
data\raw\oblong\oblong (589).jpg,oblong,train
data\raw\oblong\oblong (691).jpg,oblong,train
data\raw\oblong\oblong (424).jpg,oblong,train
data\raw\oblong\oblong (525).jpg,oblong,train
data\raw\oblong\oblong (630).jpg,oblong,train
data\raw\oblong\oblong (671).jpg,oblong,train
data\raw\oblong\oblong (861).jpg,oblong,train
data\raw\oblong\oblong (448).jpg,oblong,train
data\raw\oblong\oblong (613).jpg,oblong,train
data\raw\oblong\oblong (773).jpg,oblong,train
data\raw\oblong\oblong (626).jpg,oblong,train
data\raw\oblong\oblong (36).jpg,oblong,train
data\raw\oblong\oblong (514).jpg,oblong,train
data\raw\oblong\oblong (453).jpg,oblong,train
data\raw\oblong\oblong (269).jpg,oblong,train
data\raw\oblong\oblong (724).jpg,oblong,train
data\raw\oblong\oblong (726).jpg,oblong,train
data\raw\oblong\oblong (974).jpg,oblong,train
data\raw\oblong\oblong (291).jpg,oblong,train
data\raw\oblong\oblong (877).jpg,oblong,train
data\raw\oblong\oblong (940).jpg,oblong,train
data\raw\oblong\oblong (511).jpg,oblong,train
data\raw\oblong\oblong (873).jpg,oblong,train
data\raw\oblong\oblong (538).jpg,oblong,train
data\raw\oblong\oblong (802).jpg,oblong,train
data\raw\oblong\oblong (986).jpg,oblong,train
data\raw\oblong\oblong (13).jpg,oblong,train
data\raw\oblong\oblong (549).jpg,oblong,train
data\raw\oblong\oblong (858).jpg,oblong,train
data\raw\oblong\oblong (818).jpg,oblong,train
data\raw\oblong\oblong (965).jpg,oblong,train
data\raw\oblong\oblong (425).jpg,oblong,train
data\raw\oblong\oblong (1000).jpg,oblong,train
data\raw\oblong\oblong (734).jpg,oblong,train
data\raw\oblong\oblong (492).jpg,oblong,train
data\raw\oblong\oblong (609).jpg,oblong,train
data\raw\oblong\oblong (758).jpg,oblong,train
data\raw\oblong\oblong (826).jpg,oblong,train
data\raw\oblong\oblong (643).jpg,oblong,train
data\raw\oblong\oblong (979).jpg,oblong,train
data\raw\oblong\oblong (220).jpg,oblong,train
data\raw\oblong\oblong (418).jpg,oblong,train
data\raw\oblong\oblong (447).jpg,oblong,train
data\raw\oblong\oblong (904).jpg,oblong,train
data\raw\oblong\oblong (11).jpg,oblong,train
data\raw\oblong\oblong (355).jpg,oblong,train
data\raw\oblong\oblong (539).jpg,oblong,train
data\raw\oblong\oblong (409).jpg,oblong,train
data\raw\oblong\oblong (757).jpg,oblong,train
data\raw\oblong\oblong (853).jpg,oblong,train
data\raw\oblong\oblong (924).jpg,oblong,train
data\raw\oblong\oblong (296).jpg,oblong,train
data\raw\oblong\oblong (201).jpg,oblong,train
data\raw\oblong\oblong (681).jpg,oblong,train
data\raw\oblong\oblong (226).jpg,oblong,train
data\raw\oblong\oblong (78).jpg,oblong,train
data\raw\oblong\oblong (268).jpg,oblong,train
data\raw\oblong\oblong (469).jpg,oblong,train
data\raw\oblong\oblong (662).jpg,oblong,train
data\raw\oblong\oblong (909).jpg,oblong,train
data\raw\oblong\oblong (200).jpg,oblong,train
data\raw\oblong\oblong (720).jpg,oblong,train
data\raw\oblong\oblong (579).jpg,oblong,train
data\raw\oblong\oblong (17).jpg,oblong,train
data\raw\oblong\oblong (196).jpg,oblong,train
data\raw\oblong\oblong (331).jpg,oblong,train
data\raw\oblong\oblong (898).jpg,oblong,train
data\raw\oblong\oblong (562).jpg,oblong,train
data\raw\oblong\oblong (260).jpg,oblong,train
data\raw\oblong\oblong (241).jpg,oblong,train
data\raw\oblong\oblong (375).jpg,oblong,train
data\raw\oblong\oblong (774).jpg,oblong,train
data\raw\oblong\oblong (570).jpg,oblong,train
data\raw\oblong\oblong (747).jpg,oblong,train
data\raw\oblong\oblong (293).jpg,oblong,train
data\raw\oblong\oblong (444).jpg,oblong,train
data\raw\oblong\oblong (483).jpg,oblong,train
data\raw\oblong\oblong (261).jpg,oblong,train
data\raw\oblong\oblong (778).jpg,oblong,train
data\raw\oblong\oblong (81).jpg,oblong,train
data\raw\oblong\oblong (407).jpg,oblong,train
data\raw\oblong\oblong (938).jpg,oblong,train
data\raw\oblong\oblong (466).jpg,oblong,train
data\raw\oblong\oblong (357).jpg,oblong,train
data\raw\oblong\oblong (736).jpg,oblong,train
data\raw\oblong\oblong (125).jpg,oblong,train
data\raw\oblong\oblong (916).jpg,oblong,train
data\raw\oblong\oblong (158).jpg,oblong,train
data\raw\oblong\oblong (27).jpg,oblong,train
data\raw\oblong\oblong (439).jpg,oblong,train
data\raw\oblong\oblong (441).jpg,oblong,train
data\raw\oblong\oblong (142).jpg,oblong,train
data\raw\oblong\oblong (580).jpg,oblong,train
data\raw\oblong\oblong (739).jpg,oblong,train
data\raw\oblong\oblong (137).jpg,oblong,train
data\raw\oblong\oblong (621).jpg,oblong,train
data\raw\oblong\oblong (721).jpg,oblong,train
data\raw\oblong\oblong (695).jpg,oblong,train
data\raw\oblong\oblong (631).jpg,oblong,train
data\raw\oblong\oblong (169).jpg,oblong,train
data\raw\oblong\oblong (270).jpg,oblong,train
data\raw\oblong\oblong (215).jpg,oblong,train
data\raw\oblong\oblong (807).jpg,oblong,train
data\raw\oblong\oblong (486).jpg,oblong,train
data\raw\oblong\oblong (857).jpg,oblong,train
data\raw\oblong\oblong (242).jpg,oblong,train
data\raw\oblong\oblong (141).jpg,oblong,train
data\raw\oblong\oblong (754).jpg,oblong,train
data\raw\oblong\oblong (581).jpg,oblong,train
data\raw\oblong\oblong (282).jpg,oblong,train
data\raw\oblong\oblong (823).jpg,oblong,train
data\raw\oblong\oblong (879).jpg,oblong,train
data\raw\oblong\oblong (254).jpg,oblong,train
data\raw\oblong\oblong (289).jpg,oblong,train
data\raw\oblong\oblong (957).jpg,oblong,train
data\raw\oblong\oblong (910).jpg,oblong,train
data\raw\oblong\oblong (600).jpg,oblong,train
data\raw\oblong\oblong (633).jpg,oblong,train
data\raw\oblong\oblong (697).jpg,oblong,train
data\raw\oblong\oblong (430).jpg,oblong,train
data\raw\oblong\oblong (881).jpg,oblong,train
data\raw\oblong\oblong (775).jpg,oblong,train
data\raw\oblong\oblong (399).jpg,oblong,train
data\raw\oblong\oblong (930).jpg,oblong,train
data\raw\oblong\oblong (491).jpg,oblong,train
data\raw\oblong\oblong (150).jpg,oblong,train
data\raw\oblong\oblong (421).jpg,oblong,train
data\raw\oblong\oblong (996).jpg,oblong,train
data\raw\oblong\oblong (912).jpg,oblong,train
data\raw\oblong\oblong (297).jpg,oblong,train
data\raw\oblong\oblong (693).jpg,oblong,train
data\raw\oblong\oblong (889).jpg,oblong,train
data\raw\oblong\oblong (791).jpg,oblong,train
data\raw\oblong\oblong (233).jpg,oblong,train
data\raw\oblong\oblong (563).jpg,oblong,train
data\raw\oblong\oblong (816).jpg,oblong,train
data\raw\oblong\oblong (83).jpg,oblong,train
data\raw\oblong\oblong (248).jpg,oblong,train
data\raw\oblong\oblong (943).jpg,oblong,train
data\raw\oblong\oblong (350).jpg,oblong,train
data\raw\oblong\oblong (368).jpg,oblong,train
data\raw\oblong\oblong (841).jpg,oblong,train
data\raw\oblong\oblong (386).jpg,oblong,train
data\raw\oblong\oblong (674).jpg,oblong,train
data\raw\oblong\oblong (627).jpg,oblong,train
data\raw\oblong\oblong (603).jpg,oblong,train
data\raw\oblong\oblong (707).jpg,oblong,train
data\raw\oblong\oblong (685).jpg,oblong,train
data\raw\oblong\oblong (901).jpg,oblong,train
data\raw\oblong\oblong (923).jpg,oblong,train
data\raw\oblong\oblong (512).jpg,oblong,train
data\raw\oblong\oblong (793).jpg,oblong,train
data\raw\oblong\oblong (302).jpg,oblong,train
data\raw\oblong\oblong (809).jpg,oblong,train
data\raw\oblong\oblong (426).jpg,oblong,train
data\raw\oblong\oblong (324).jpg,oblong,train
data\raw\oblong\oblong (619).jpg,oblong,train
data\raw\oblong\oblong (414).jpg,oblong,train
data\raw\oblong\oblong (295).jpg,oblong,train
data\raw\oblong\oblong (661).jpg,oblong,train
data\raw\oblong\oblong (489).jpg,oblong,train
data\raw\oblong\oblong (926).jpg,oblong,train
data\raw\oblong\oblong (126).jpg,oblong,train
data\raw\oblong\oblong (569).jpg,oblong,train
data\raw\oblong\oblong (805).jpg,oblong,train
data\raw\oblong\oblong (934).jpg,oblong,train
data\raw\oblong\oblong (237).jpg,oblong,train
data\raw\oblong\oblong (338).jpg,oblong,train
data\raw\oblong\oblong (900).jpg,oblong,train
data\raw\oblong\oblong (498).jpg,oblong,train
data\raw\oblong\oblong (760).jpg,oblong,train
data\raw\oblong\oblong (46).jpg,oblong,train
data\raw\oblong\oblong (433).jpg,oblong,train
data\raw\oblong\oblong (689).jpg,oblong,train
data\raw\oblong\oblong (961).jpg,oblong,train
data\raw\oblong\oblong (792).jpg,oblong,train
data\raw\oblong\oblong (20).jpg,oblong,train
data\raw\oblong\oblong (33).jpg,oblong,train
data\raw\oblong\oblong (960).jpg,oblong,train
data\raw\oblong\oblong (878).jpg,oblong,train
data\raw\oblong\oblong (371).jpg,oblong,train
data\raw\oblong\oblong (334).jpg,oblong,train
data\raw\oblong\oblong (915).jpg,oblong,train
data\raw\oblong\oblong (457).jpg,oblong,train
data\raw\oblong\oblong (304).jpg,oblong,train
data\raw\oblong\oblong (980).jpg,oblong,train
data\raw\oblong\oblong (157).jpg,oblong,train
data\raw\oblong\oblong (847).jpg,oblong,train
data\raw\oblong\oblong (487).jpg,oblong,train
data\raw\oblong\oblong (784).jpg,oblong,train
data\raw\oblong\oblong (146).jpg,oblong,train
data\raw\oblong\oblong (769).jpg,oblong,train
data\raw\oblong\oblong (884).jpg,oblong,train
data\raw\oblong\oblong (112).jpg,oblong,train
data\raw\oblong\oblong (888).jpg,oblong,train
data\raw\oblong\oblong (317).jpg,oblong,train
data\raw\oblong\oblong (428).jpg,oblong,train
data\raw\oblong\oblong (94).jpg,oblong,train
data\raw\oblong\oblong (667).jpg,oblong,train
data\raw\oblong\oblong (969).jpg,oblong,train
data\raw\oblong\oblong (2).jpg,oblong,train
data\raw\oblong\oblong (259).jpg,oblong,train
data\raw\oblong\oblong (871).jpg,oblong,train
data\raw\oblong\oblong (218).jpg,oblong,train
data\raw\oblong\oblong (831).jpg,oblong,train
data\raw\oblong\oblong (353).jpg,oblong,train
data\raw\oblong\oblong (819).jpg,oblong,train
data\raw\oblong\oblong (234).jpg,oblong,train
data\raw\oblong\oblong (762).jpg,oblong,train
data\raw\oblong\oblong (312).jpg,oblong,train
data\raw\oblong\oblong (298).jpg,oblong,train
data\raw\oblong\oblong (29).jpg,oblong,train
data\raw\oblong\oblong (753).jpg,oblong,train
data\raw\oblong\oblong (288).jpg,oblong,train
data\raw\oblong\oblong (213).jpg,oblong,train
data\raw\oblong\oblong (834).jpg,oblong,train
data\raw\oblong\oblong (906).jpg,oblong,train
data\raw\oblong\oblong (144).jpg,oblong,train
data\raw\oblong\oblong (929).jpg,oblong,train
data\raw\oblong\oblong (294).jpg,oblong,train
data\raw\oblong\oblong (91).jpg,oblong,train
data\raw\oblong\oblong (914).jpg,oblong,train
data\raw\oblong\oblong (210).jpg,oblong,train
data\raw\oblong\oblong (677).jpg,oblong,train
data\raw\oblong\oblong (981).jpg,oblong,train
data\raw\oblong\oblong (765).jpg,oblong,train
data\raw\oblong\oblong (154).jpg,oblong,train
data\raw\oblong\oblong (692).jpg,oblong,train
data\raw\oblong\oblong (437).jpg,oblong,train
data\raw\oblong\oblong (806).jpg,oblong,train
data\raw\oblong\oblong (432).jpg,oblong,train
data\raw\oblong\oblong (315).jpg,oblong,train
data\raw\oblong\oblong (508).jpg,oblong,train
data\raw\oblong\oblong (983).jpg,oblong,train
data\raw\oblong\oblong (299).jpg,oblong,train
data\raw\oblong\oblong (645).jpg,oblong,train
data\raw\oblong\oblong (993).jpg,oblong,train
data\raw\oblong\oblong (356).jpg,oblong,train
data\raw\oblong\oblong (85).jpg,oblong,train
data\raw\oblong\oblong (812).jpg,oblong,train
data\raw\oblong\oblong (19).jpg,oblong,train
data\raw\oblong\oblong (822).jpg,oblong,train
data\raw\oblong\oblong (771).jpg,oblong,train
data\raw\oblong\oblong (485).jpg,oblong,train
data\raw\oblong\oblong (597).jpg,oblong,train
data\raw\oblong\oblong (44).jpg,oblong,train
data\raw\oblong\oblong (987).jpg,oblong,train
data\raw\oblong\oblong (456).jpg,oblong,train
data\raw\oblong\oblong (222).jpg,oblong,train
data\raw\oblong\oblong (594).jpg,oblong,train
data\raw\oblong\oblong (855).jpg,oblong,train
data\raw\oblong\oblong (767).jpg,oblong,train
data\raw\oblong\oblong (887).jpg,oblong,train
data\raw\oblong\oblong (552).jpg,oblong,train
data\raw\oblong\oblong (951).jpg,oblong,train
data\raw\oblong\oblong (132).jpg,oblong,train
data\raw\oblong\oblong (14).jpg,oblong,train
data\raw\oblong\oblong (227).jpg,oblong,train
data\raw\oblong\oblong (205).jpg,oblong,train
data\raw\oblong\oblong (907).jpg,oblong,train
data\raw\oblong\oblong (788).jpg,oblong,train
data\raw\oblong\oblong (526).jpg,oblong,train
data\raw\oblong\oblong (156).jpg,oblong,train
data\raw\oblong\oblong (301).jpg,oblong,train
data\raw\oblong\oblong (40).jpg,oblong,train
data\raw\oblong\oblong (615).jpg,oblong,train
data\raw\oblong\oblong (120).jpg,oblong,train
data\raw\oblong\oblong (532).jpg,oblong,train
data\raw\oblong\oblong (797).jpg,oblong,train
data\raw\oblong\oblong (198).jpg,oblong,train
data\raw\oblong\oblong (440).jpg,oblong,train
data\raw\oblong\oblong (694).jpg,oblong,train
data\raw\oblong\oblong (34).jpg,oblong,train
data\raw\oblong\oblong (438).jpg,oblong,train
data\raw\oblong\oblong (988).jpg,oblong,train
data\raw\oblong\oblong (211).jpg,oblong,train
data\raw\oblong\oblong (593).jpg,oblong,train
data\raw\oblong\oblong (982).jpg,oblong,train
data\raw\oblong\oblong (851).jpg,oblong,train
data\raw\oblong\oblong (462).jpg,oblong,train
data\raw\oblong\oblong (666).jpg,oblong,train
data\raw\oblong\oblong (659).jpg,oblong,train
data\raw\oblong\oblong (611).jpg,oblong,train
data\raw\oblong\oblong (464).jpg,oblong,train
data\raw\oblong\oblong (306).jpg,oblong,train
data\raw\oblong\oblong (228).jpg,oblong,train
data\raw\oblong\oblong (168).jpg,oblong,train
data\raw\oblong\oblong (953).jpg,oblong,train
data\raw\oblong\oblong (973).jpg,oblong,train
data\raw\oblong\oblong (817).jpg,oblong,train
data\raw\oblong\oblong (665).jpg,oblong,train
data\raw\oblong\oblong (542).jpg,oblong,train
data\raw\oblong\oblong (335).jpg,oblong,train
data\raw\oblong\oblong (25).jpg,oblong,train
data\raw\oblong\oblong (838).jpg,oblong,train
data\raw\oblong\oblong (560).jpg,oblong,train
data\raw\oblong\oblong (730).jpg,oblong,train
data\raw\oblong\oblong (435).jpg,oblong,train
data\raw\oblong\oblong (947).jpg,oblong,train
data\raw\oblong\oblong (22).jpg,oblong,train
data\raw\oblong\oblong (283).jpg,oblong,train
data\raw\oblong\oblong (725).jpg,oblong,train
data\raw\oblong\oblong (837).jpg,oblong,train
data\raw\oblong\oblong (4).jpg,oblong,train
data\raw\oblong\oblong (69).jpg,oblong,train
data\raw\oblong\oblong (748).jpg,oblong,train
data\raw\oblong\oblong (865).jpg,oblong,train
data\raw\oblong\oblong (434).jpg,oblong,train
data\raw\oblong\oblong (814).jpg,oblong,train
data\raw\oblong\oblong (129).jpg,oblong,train
data\raw\oblong\oblong (504).jpg,oblong,train
data\raw\oblong\oblong (383).jpg,oblong,train
data\raw\oblong\oblong (942).jpg,oblong,train
data\raw\oblong\oblong (188).jpg,oblong,train
data\raw\oblong\oblong (224).jpg,oblong,train
data\raw\oblong\oblong (700).jpg,oblong,train
data\raw\oblong\oblong (670).jpg,oblong,train
data\raw\oblong\oblong (273).jpg,oblong,train
data\raw\oblong\oblong (30).jpg,oblong,train
data\raw\oblong\oblong (422).jpg,oblong,train
data\raw\oblong\oblong (658).jpg,oblong,train
data\raw\oblong\oblong (31).jpg,oblong,train
data\raw\oblong\oblong (362).jpg,oblong,train
data\raw\oblong\oblong (556).jpg,oblong,train
data\raw\oblong\oblong (657).jpg,oblong,train
data\raw\oblong\oblong (143).jpg,oblong,train
data\raw\oblong\oblong (750).jpg,oblong,train
data\raw\oblong\oblong (105).jpg,oblong,train
data\raw\oblong\oblong (351).jpg,oblong,train
data\raw\oblong\oblong (463).jpg,oblong,train
data\raw\oblong\oblong (118).jpg,oblong,train
data\raw\oblong\oblong (690).jpg,oblong,train
data\raw\oblong\oblong (370).jpg,oblong,train
data\raw\oblong\oblong (628).jpg,oblong,train
data\raw\oblong\oblong (735).jpg,oblong,train
data\raw\oblong\oblong (799).jpg,oblong,train
data\raw\oblong\oblong (790).jpg,oblong,train
data\raw\oblong\oblong (316).jpg,oblong,train
data\raw\oblong\oblong (197).jpg,oblong,train
data\raw\oblong\oblong (836).jpg,oblong,train
data\raw\oblong\oblong (452).jpg,oblong,train
data\raw\oblong\oblong (281).jpg,oblong,train
data\raw\oblong\oblong (377).jpg,oblong,train
data\raw\oblong\oblong (777).jpg,oblong,train
data\raw\oblong\oblong (937).jpg,oblong,train
data\raw\oblong\oblong (49).jpg,oblong,train
data\raw\oblong\oblong (688).jpg,oblong,train
data\raw\oblong\oblong (740).jpg,oblong,train
data\raw\oblong\oblong (815).jpg,oblong,train
data\raw\oblong\oblong (808).jpg,oblong,train
data\raw\oblong\oblong (870).jpg,oblong,train
data\raw\oblong\oblong (166).jpg,oblong,train
data\raw\oblong\oblong (243).jpg,oblong,train
data\raw\oblong\oblong (601).jpg,oblong,train
data\raw\oblong\oblong (990).jpg,oblong,train
data\raw\oblong\oblong (527).jpg,oblong,train
data\raw\oblong\oblong (106).jpg,oblong,train
data\raw\oblong\oblong (333).jpg,oblong,train
data\raw\oblong\oblong (521).jpg,oblong,train
data\raw\oblong\oblong (332).jpg,oblong,train
data\raw\oblong\oblong (687).jpg,oblong,train
data\raw\oblong\oblong (846).jpg,oblong,train
data\raw\oblong\oblong (992).jpg,oblong,train
data\raw\oblong\oblong (23).jpg,oblong,train
data\raw\oblong\oblong (636).jpg,oblong,train
data\raw\oblong\oblong (557).jpg,oblong,train
data\raw\oblong\oblong (32).jpg,oblong,train
data\raw\oblong\oblong (67).jpg,oblong,train
data\raw\oblong\oblong (450).jpg,oblong,train
data\raw\oblong\oblong (660).jpg,oblong,train
data\raw\oblong\oblong (170).jpg,oblong,train
data\raw\oblong\oblong (920).jpg,oblong,train
data\raw\oblong\oblong (255).jpg,oblong,train
data\raw\oblong\oblong (264).jpg,oblong,train
data\raw\oblong\oblong (727).jpg,oblong,train
